LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN5118500000000,51,185,"Tazewell County, VA",2015,"16,620     ","15,376     ","1,244     ",7.5
CN5118700000000,51,187,"Warren County, VA",2015,"19,866     ","18,925     ",941     ,4.7
CN5119100000000,51,191,"Washington County, VA",2015,"27,234     ","25,928     ","1,306     ",4.8
CN5119300000000,51,193,"Westmoreland County, VA",2015,"8,930     ","8,446     ",484     ,5.4
CN5119500000000,51,195,"Wise County, VA",2015,"13,962     ","12,804     ","1,158     ",8.3
CN5119700000000,51,197,"Wythe County, VA",2015,"13,713     ","12,968     ",745     ,5.4
CN5119900000000,51,199,"York County, VA",2015,"31,651     ","30,282     ","1,369     ",4.3
CN5151000000000,51,510,"Alexandria city, VA",2015,"93,782     ","90,688     ","3,094     ",3.3
CN5152000000000,51,520,"Bristol city, VA",2015,"7,582     ","7,179     ",403     ,5.3
CN5153000000000,51,530,"Buena Vista city, VA",2015,"3,169     ","3,004     ",165     ,5.2
CN5154000000000,51,540,"Charlottesville city, VA",2015,"24,613     ","23,704     ",909     ,3.7
CN5155000000000,51,550,"Chesapeake city, VA",2015,"116,597     ","111,295     ","5,302     ",4.5
CN5157000000000,51,570,"Colonial Heights city, VA",2015,"8,772     ","8,359     ",413     ,4.7
CN5158000000000,51,580,"Covington city, VA",2015,"2,445     ","2,297     ",148     ,6.1
CN5159000000000,51,590,"Danville city, VA",2015,"19,010     ","17,617     ","1,393     ",7.3
CN5159500000000,51,595,"Emporia city, VA",2015,"2,247     ","2,089     ",158     ,7.0
CN5160000000000,51,600,"Fairfax city, VA",2015,"13,242     ","12,788     ",454     ,3.4
CN5161000000000,51,610,"Falls Church city, VA",2015,"7,797     ","7,560     ",237     ,3.0
CN5162000000000,51,620,"Franklin city, VA",2015,"3,638     ","3,393     ",245     ,6.7
CN5163000000000,51,630,"Fredericksburg city, VA",2015,"13,679     ","12,952     ",727     ,5.3
CN5164000000000,51,640,"Galax city, VA",2015,"2,966     ","2,803     ",163     ,5.5
CN5165000000000,51,650,"Hampton city, VA",2015,"65,159     ","61,268     ","3,891     ",6.0
CN5166000000000,51,660,"Harrisonburg city, VA",2015,"24,034     ","22,762     ","1,272     ",5.3
CN5167000000000,51,670,"Hopewell city, VA",2015,"9,703     ","8,974     ",729     ,7.5
CN5167800000000,51,678,"Lexington city, VA",2015,"2,055     ","1,901     ",154     ,7.5
CN5168000000000,51,680,"Lynchburg city, VA",2015,"35,740     ","33,753     ","1,987     ",5.6
CN5168300000000,51,683,"Manassas city, VA",2015,"22,087     ","21,174     ",913     ,4.1
CN5168500000000,51,685,"Manassas Park city, VA",2015,"8,166     ","7,824     ",342     ,4.2
CN5169000000000,51,690,"Martinsville city, VA",2015,"5,384     ","4,911     ",473     ,8.8
CN5170000000000,51,700,"Newport News city, VA",2015,"90,051     ","85,185     ","4,866     ",5.4
CN5171000000000,51,710,"Norfolk city, VA",2015,"111,318     ","105,107     ","6,211     ",5.6
CN5172000000000,51,720,"Norton city, VA",2015,"1,754     ","1,632     ",122     ,7.0
CN5173000000000,51,730,"Petersburg city, VA",2015,"13,811     ","12,564     ","1,247     ",9.0
CN5173500000000,51,735,"Poquoson city, VA",2015,"6,263     ","6,023     ",240     ,3.8
CN5174000000000,51,740,"Portsmouth city, VA",2015,"44,656     ","41,875     ","2,781     ",6.2
CN5175000000000,51,750,"Radford city, VA",2015,"8,487     ","8,009     ",478     ,5.6
CN5176000000000,51,760,"Richmond city, VA",2015,"113,384     ","107,496     ","5,888     ",5.2
CN5177000000000,51,770,"Roanoke city, VA",2015,"49,475     ","47,071     ","2,404     ",4.9
CN5177500000000,51,775,"Salem city, VA",2015,"13,001     ","12,431     ",570     ,4.4
CN5179000000000,51,790,"Staunton city, VA",2015,"11,992     ","11,465     ",527     ,4.4
CN5180000000000,51,800,"Suffolk city, VA",2015,"42,106     ","40,017     ","2,089     ",5.0
CN5181000000000,51,810,"Virginia Beach city, VA",2015,"230,434     ","220,565     ","9,869     ",4.3
CN5182000000000,51,820,"Waynesboro city, VA",2015,"10,047     ","9,570     ",477     ,4.7
CN5183000000000,51,830,"Williamsburg city, VA",2015,"6,572     ","6,155     ",417     ,6.3
CN5184000000000,51,840,"Winchester city, VA",2015,"14,519     ","13,889     ",630     ,4.3
CN5300100000000,53,001,"Adams County, WA",2015,"8,665     ","8,075     ",590     ,6.8
CN5300300000000,53,003,"Asotin County, WA",2015,"9,727     ","9,270     ",457     ,4.7
CN5300500000000,53,005,"Benton County, WA",2015,"91,650     ","85,624     ","6,026     ",6.6
CN5300700000000,53,007,"Chelan County, WA",2015,"42,983     ","40,636     ","2,347     ",5.5
CN5300900000000,53,009,"Clallam County, WA",2015,"26,842     ","24,696     ","2,146     ",8.0
CN5301100000000,53,011,"Clark County, WA",2015,"213,480     ","199,908     ","13,572     ",6.4
CN5301300000000,53,013,"Columbia County, WA",2015,"1,721     ","1,611     ",110     ,6.4
CN5301500000000,53,015,"Cowlitz County, WA",2015,"44,276     ","40,917     ","3,359     ",7.6
CN5301700000000,53,017,"Douglas County, WA",2015,"19,808     ","18,567     ","1,241     ",6.3
CN5301900000000,53,019,"Ferry County, WA",2015,"2,469     ","2,218     ",251     ,10.2
CN5302100000000,53,021,"Franklin County, WA",2015,"38,952     ","36,037     ","2,915     ",7.5
CN5302300000000,53,023,"Garfield County, WA",2015,927     ,870     ,57     ,6.1
CN5302500000000,53,025,"Grant County, WA",2015,"45,494     ","42,271     ","3,223     ",7.1
CN5302700000000,53,027,"Grays Harbor County, WA",2015,"26,909     ","24,501     ","2,408     ",8.9
CN5302900000000,53,029,"Island County, WA",2015,"31,880     ","29,956     ","1,924     ",6.0
CN5303100000000,53,031,"Jefferson County, WA",2015,"11,171     ","10,380     ",791     ,7.1
CN5303300000000,53,033,"King County, WA",2015,"1,177,297     ","1,124,990     ","52,307     ",4.4
CN5303500000000,53,035,"Kitsap County, WA",2015,"115,211     ","108,896     ","6,315     ",5.5
CN5303700000000,53,037,"Kittitas County, WA",2015,"20,817     ","19,538     ","1,279     ",6.1
CN5303900000000,53,039,"Klickitat County, WA",2015,"9,447     ","8,772     ",675     ,7.1
CN5304100000000,53,041,"Lewis County, WA",2015,"31,115     ","28,527     ","2,588     ",8.3
CN5304300000000,53,043,"Lincoln County, WA",2015,"4,882     ","4,600     ",282     ,5.8
CN5304500000000,53,045,"Mason County, WA",2015,"23,303     ","21,520     ","1,783     ",7.7
CN5304700000000,53,047,"Okanogan County, WA",2015,"21,150     ","19,691     ","1,459     ",6.9
CN5304900000000,53,049,"Pacific County, WA",2015,"7,880     ","7,161     ",719     ,9.1
CN5305100000000,53,051,"Pend Oreille County, WA",2015,"4,624     ","4,187     ",437     ,9.5
CN5305300000000,53,053,"Pierce County, WA",2015,"391,963     ","367,136     ","24,827     ",6.3
CN5305500000000,53,055,"San Juan County, WA",2015,"7,675     ","7,307     ",368     ,4.8
CN5305700000000,53,057,"Skagit County, WA",2015,"56,856     ","53,065     ","3,791     ",6.7
CN5305900000000,53,059,"Skamania County, WA",2015,"5,016     ","4,652     ",364     ,7.3
CN5306100000000,53,061,"Snohomish County, WA",2015,"401,742     ","382,341     ","19,401     ",4.8
CN5306300000000,53,063,"Spokane County, WA",2015,"227,976     ","213,337     ","14,639     ",6.4
CN5306500000000,53,065,"Stevens County, WA",2015,"17,594     ","16,053     ","1,541     ",8.8
CN5306700000000,53,067,"Thurston County, WA",2015,"125,603     ","118,178     ","7,425     ",5.9
CN5306900000000,53,069,"Wahkiakum County, WA",2015,"1,268     ","1,153     ",115     ,9.1
CN5307100000000,53,071,"Walla Walla County, WA",2015,"28,157     ","26,525     ","1,632     ",5.8
CN5307300000000,53,073,"Whatcom County, WA",2015,"102,918     ","96,808     ","6,110     ",5.9
CN5307500000000,53,075,"Whitman County, WA",2015,"22,743     ","21,682     ","1,061     ",4.7
CN5307700000000,53,077,"Yakima County, WA",2015,"122,052     ","112,336     ","9,716     ",8.0
CN5400100000000,54,001,"Barbour County, WV",2015,"6,910     ","6,401     ",509     ,7.4
CN5400300000000,54,003,"Berkeley County, WV",2015,"52,550     ","49,919     ","2,631     ",5.0
CN5400500000000,54,005,"Boone County, WV",2015,"8,332     ","7,531     ",801     ,9.6
CN5400700000000,54,007,"Braxton County, WV",2015,"5,449     ","4,960     ",489     ,9.0
CN5400900000000,54,009,"Brooke County, WV",2015,"10,151     ","9,408     ",743     ,7.3
CN5401100000000,54,011,"Cabell County, WV",2015,"41,710     ","39,467     ","2,243     ",5.4
CN5401300000000,54,013,"Calhoun County, WV",2015,"2,772     ","2,426     ",346     ,12.5
CN5401500000000,54,015,"Clay County, WV",2015,"3,297     ","2,929     ",368     ,11.2
CN5401700000000,54,017,"Doddridge County, WV",2015,"3,638     ","3,429     ",209     ,5.7
CN5401900000000,54,019,"Fayette County, WV",2015,"16,354     ","14,956     ","1,398     ",8.5
CN5402100000000,54,021,"Gilmer County, WV",2015,"2,730     ","2,516     ",214     ,7.8
CN5402300000000,54,023,"Grant County, WV",2015,"5,747     ","5,310     ",437     ,7.6
CN5402500000000,54,025,"Greenbrier County, WV",2015,"15,350     ","14,345     ","1,005     ",6.5
CN5402700000000,54,027,"Hampshire County, WV",2015,"9,714     ","9,175     ",539     ,5.5
CN5402900000000,54,029,"Hancock County, WV",2015,"13,106     ","12,087     ","1,019     ",7.8
CN5403100000000,54,031,"Hardy County, WV",2015,"5,431     ","5,022     ",409     ,7.5
CN5403300000000,54,033,"Harrison County, WV",2015,"31,687     ","29,674     ","2,013     ",6.4
CN5403500000000,54,035,"Jackson County, WV",2015,"11,962     ","11,104     ",858     ,7.2
CN5403700000000,54,037,"Jefferson County, WV",2015,"27,597     ","26,464     ","1,133     ",4.1
CN5403900000000,54,039,"Kanawha County, WV",2015,"87,425     ","82,216     ","5,209     ",6.0
CN5404100000000,54,041,"Lewis County, WV",2015,"7,006     ","6,429     ",577     ,8.2
CN5404300000000,54,043,"Lincoln County, WV",2015,"7,459     ","6,739     ",720     ,9.7
CN5404500000000,54,045,"Logan County, WV",2015,"11,485     ","10,181     ","1,304     ",11.4
CN5404700000000,54,047,"McDowell County, WV",2015,"5,320     ","4,628     ",692     ,13.0
CN5404900000000,54,049,"Marion County, WV",2015,"26,043     ","24,252     ","1,791     ",6.9
CN5405100000000,54,051,"Marshall County, WV",2015,"14,218     ","13,019     ","1,199     ",8.4
CN5405300000000,54,053,"Mason County, WV",2015,"9,966     ","9,115     ",851     ,8.5
CN5405500000000,54,055,"Mercer County, WV",2015,"21,955     ","20,349     ","1,606     ",7.3
CN5405700000000,54,057,"Mineral County, WV",2015,"11,653     ","10,806     ",847     ,7.3
CN5405900000000,54,059,"Mingo County, WV",2015,"7,265     ","6,310     ",955     ,13.1
CN5406100000000,54,061,"Monongalia County, WV",2015,"50,908     ","48,519     ","2,389     ",4.7
CN5406300000000,54,063,"Monroe County, WV",2015,"5,752     ","5,432     ",320     ,5.6
CN5406500000000,54,065,"Morgan County, WV",2015,"7,417     ","7,006     ",411     ,5.5
CN5406700000000,54,067,"Nicholas County, WV",2015,"9,879     ","8,976     ",903     ,9.1
CN5406900000000,54,069,"Ohio County, WV",2015,"20,757     ","19,592     ","1,165     ",5.6
CN5407100000000,54,071,"Pendleton County, WV",2015,"3,580     ","3,412     ",168     ,4.7
CN5407300000000,54,073,"Pleasants County, WV",2015,"2,998     ","2,743     ",255     ,8.5
CN5407500000000,54,075,"Pocahontas County, WV",2015,"3,598     ","3,302     ",296     ,8.2
CN5407700000000,54,077,"Preston County, WV",2015,"14,788     ","13,875     ",913     ,6.2
CN5407900000000,54,079,"Putnam County, WV",2015,"25,693     ","24,268     ","1,425     ",5.5
CN5408100000000,54,081,"Raleigh County, WV",2015,"30,683     ","28,429     ","2,254     ",7.3
CN5408300000000,54,083,"Randolph County, WV",2015,"11,949     ","11,109     ",840     ,7.0
CN5408500000000,54,085,"Ritchie County, WV",2015,"4,481     ","4,166     ",315     ,7.0
CN5408700000000,54,087,"Roane County, WV",2015,"5,247     ","4,644     ",603     ,11.5
CN5408900000000,54,089,"Summers County, WV",2015,"4,555     ","4,235     ",320     ,7.0
CN5409100000000,54,091,"Taylor County, WV",2015,"7,748     ","7,282     ",466     ,6.0
CN5409300000000,54,093,"Tucker County, WV",2015,"3,419     ","3,209     ",210     ,6.1
CN5409500000000,54,095,"Tyler County, WV",2015,"3,647     ","3,305     ",342     ,9.4
CN5409700000000,54,097,"Upshur County, WV",2015,"9,694     ","8,916     ",778     ,8.0
CN5409900000000,54,099,"Wayne County, WV",2015,"15,743     ","14,634     ","1,109     ",7.0
CN5410100000000,54,101,"Webster County, WV",2015,"3,454     ","3,189     ",265     ,7.7
CN5410300000000,54,103,"Wetzel County, WV",2015,"7,193     ","6,472     ",721     ,10.0
CN5410500000000,54,105,"Wirt County, WV",2015,"2,278     ","2,044     ",234     ,10.3
CN5410700000000,54,107,"Wood County, WV",2015,"37,554     ","35,215     ","2,339     ",6.2
CN5410900000000,54,109,"Wyoming County, WV",2015,"7,759     ","7,008     ",751     ,9.7
CN5500100000000,55,001,"Adams County, WI",2015,"8,338     ","7,724     ",614     ,7.4
CN5500300000000,55,003,"Ashland County, WI",2015,"8,020     ","7,515     ",505     ,6.3
CN5500500000000,55,005,"Barron County, WI",2015,"24,516     ","23,277     ","1,239     ",5.1
CN5500700000000,55,007,"Bayfield County, WI",2015,"7,510     ","6,878     ",632     ,8.4
CN5500900000000,55,009,"Brown County, WI",2015,"139,236     ","133,524     ","5,712     ",4.1
CN5501100000000,55,011,"Buffalo County, WI",2015,"6,518     ","6,193     ",325     ,5.0
CN5501300000000,55,013,"Burnett County, WI",2015,"7,264     ","6,747     ",517     ,7.1
CN5501500000000,55,015,"Calumet County, WI",2015,"27,488     ","26,501     ",987     ,3.6
CN5501700000000,55,017,"Chippewa County, WI",2015,"33,273     ","31,691     ","1,582     ",4.8
CN5501900000000,55,019,"Clark County, WI",2015,"17,481     ","16,709     ",772     ,4.4
CN5502100000000,55,021,"Columbia County, WI",2015,"31,626     ","30,240     ","1,386     ",4.4
CN5502300000000,55,023,"Crawford County, WI",2015,"7,951     ","7,482     ",469     ,5.9
CN5502500000000,55,025,"Dane County, WI",2015,"309,956     ","300,012     ","9,944     ",3.2
CN5502700000000,55,027,"Dodge County, WI",2015,"47,535     ","45,406     ","2,129     ",4.5
CN5502900000000,55,029,"Door County, WI",2015,"15,503     ","14,454     ","1,049     ",6.8
CN5503100000000,55,031,"Douglas County, WI",2015,"23,275     ","22,098     ","1,177     ",5.1
CN5503300000000,55,033,"Dunn County, WI",2015,"23,693     ","22,612     ","1,081     ",4.6
CN5503500000000,55,035,"Eau Claire County, WI",2015,"58,136     ","55,891     ","2,245     ",3.9
CN5503700000000,55,037,"Florence County, WI",2015,"2,226     ","2,074     ",152     ,6.8
CN5503900000000,55,039,"Fond du Lac County, WI",2015,"57,286     ","54,932     ","2,354     ",4.1
CN5504100000000,55,041,"Forest County, WI",2015,"4,035     ","3,731     ",304     ,7.5
CN5504300000000,55,043,"Grant County, WI",2015,"28,199     ","26,960     ","1,239     ",4.4
CN5504500000000,55,045,"Green County, WI",2015,"21,252     ","20,440     ",812     ,3.8
CN5504700000000,55,047,"Green Lake County, WI",2015,"10,103     ","9,556     ",547     ,5.4
CN5504900000000,55,049,"Iowa County, WI",2015,"13,844     ","13,256     ",588     ,4.2
CN5505100000000,55,051,"Iron County, WI",2015,"2,666     ","2,430     ",236     ,8.9
CN5505300000000,55,053,"Jackson County, WI",2015,"10,355     ","9,851     ",504     ,4.9
CN5505500000000,55,055,"Jefferson County, WI",2015,"45,644     ","43,694     ","1,950     ",4.3
CN5505700000000,55,057,"Juneau County, WI",2015,"13,566     ","12,857     ",709     ,5.2
CN5505900000000,55,059,"Kenosha County, WI",2015,"87,432     ","82,923     ","4,509     ",5.2
CN5506100000000,55,061,"Kewaunee County, WI",2015,"11,014     ","10,564     ",450     ,4.1
CN5506300000000,55,063,"La Crosse County, WI",2015,"66,728     ","64,128     ","2,600     ",3.9
CN5506500000000,55,065,"Lafayette County, WI",2015,"9,740     ","9,377     ",363     ,3.7
CN5506700000000,55,067,"Langlade County, WI",2015,"9,526     ","8,938     ",588     ,6.2
CN5506900000000,55,069,"Lincoln County, WI",2015,"15,382     ","14,589     ",793     ,5.2
CN5507100000000,55,071,"Manitowoc County, WI",2015,"42,026     ","39,887     ","2,139     ",5.1
CN5507300000000,55,073,"Marathon County, WI",2015,"73,833     ","70,833     ","3,000     ",4.1
CN5507500000000,55,075,"Marinette County, WI",2015,"20,851     ","19,620     ","1,231     ",5.9
CN5507700000000,55,077,"Marquette County, WI",2015,"7,452     ","6,988     ",464     ,6.2
CN5507800000000,55,078,"Menominee County, WI",2015,"1,589     ","1,432     ",157     ,9.9
CN5507900000000,55,079,"Milwaukee County, WI",2015,"477,696     ","449,781     ","27,915     ",5.8
CN5508100000000,55,081,"Monroe County, WI",2015,"23,088     ","22,057     ","1,031     ",4.5
CN5508300000000,55,083,"Oconto County, WI",2015,"20,492     ","19,428     ","1,064     ",5.2
CN5508500000000,55,085,"Oneida County, WI",2015,"18,554     ","17,458     ","1,096     ",5.9
CN5508700000000,55,087,"Outagamie County, WI",2015,"101,958     ","97,877     ","4,081     ",4.0
CN5508900000000,55,089,"Ozaukee County, WI",2015,"48,136     ","46,342     ","1,794     ",3.7
CN5509100000000,55,091,"Pepin County, WI",2015,"4,113     ","3,938     ",175     ,4.3
CN5509300000000,55,093,"Pierce County, WI",2015,"24,426     ","23,463     ",963     ,3.9
CN5509500000000,55,095,"Polk County, WI",2015,"24,694     ","23,485     ","1,209     ",4.9
CN5509700000000,55,097,"Portage County, WI",2015,"39,748     ","37,905     ","1,843     ",4.6
CN5509900000000,55,099,"Price County, WI",2015,"6,822     ","6,511     ",311     ,4.6
CN5510100000000,55,101,"Racine County, WI",2015,"99,446     ","93,796     ","5,650     ",5.7
CN5510300000000,55,103,"Richland County, WI",2015,"9,262     ","8,865     ",397     ,4.3
CN5510500000000,55,105,"Rock County, WI",2015,"83,596     ","79,226     ","4,370     ",5.2
